va,pa,imc_bdf,imc_vendor,imc_device,rir_entry,rir_raw,ways,way_sel,channel_guess,notes
0x0070c5a8203880,0x00000cc75e1880,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82038c0,0x00000cc75e18c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203900,0x00000cc75e1900,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203940,0x00000cc75e1940,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203980,0x00000cc75e1980,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82039c0,0x00000cc75e19c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203a00,0x00000cc75e1a00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203a40,0x00000cc75e1a40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203a80,0x00000cc75e1a80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203ac0,0x00000cc75e1ac0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203b00,0x00000cc75e1b00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203b40,0x00000cc75e1b40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203b80,0x00000cc75e1b80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203bc0,0x00000cc75e1bc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203c00,0x00000cc75e1c00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203c40,0x00000cc75e1c40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203c80,0x00000cc75e1c80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203cc0,0x00000cc75e1cc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203d00,0x00000cc75e1d00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203d40,0x00000cc75e1d40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203d80,0x00000cc75e1d80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203dc0,0x00000cc75e1dc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203e00,0x00000cc75e1e00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203e40,0x00000cc75e1e40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203e80,0x00000cc75e1e80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203ec0,0x00000cc75e1ec0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203f00,0x00000cc75e1f00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203f40,0x00000cc75e1f40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8203f80,0x00000cc75e1f80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8203fc0,0x00000cc75e1fc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204000,0x00000cc75e2000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204040,0x00000cc75e2040,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204080,0x00000cc75e2080,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82040c0,0x00000cc75e20c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204100,0x00000cc75e2100,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204140,0x00000cc75e2140,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204180,0x00000cc75e2180,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82041c0,0x00000cc75e21c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204200,0x00000cc75e2200,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204240,0x00000cc75e2240,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204280,0x00000cc75e2280,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82042c0,0x00000cc75e22c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204300,0x00000cc75e2300,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204340,0x00000cc75e2340,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204380,0x00000cc75e2380,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82043c0,0x00000cc75e23c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204400,0x00000cc75e2400,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204440,0x00000cc75e2440,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204480,0x00000cc75e2480,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82044c0,0x00000cc75e24c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204500,0x00000cc75e2500,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204540,0x00000cc75e2540,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204580,0x00000cc75e2580,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82045c0,0x00000cc75e25c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204600,0x00000cc75e2600,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204640,0x00000cc75e2640,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204680,0x00000cc75e2680,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82046c0,0x00000cc75e26c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204700,0x00000cc75e2700,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204740,0x00000cc75e2740,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204780,0x00000cc75e2780,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82047c0,0x00000cc75e27c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204800,0x00000cc75e2800,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204840,0x00000cc75e2840,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204880,0x00000cc75e2880,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82048c0,0x00000cc75e28c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204900,0x00000cc75e2900,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204940,0x00000cc75e2940,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204980,0x00000cc75e2980,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82049c0,0x00000cc75e29c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204a00,0x00000cc75e2a00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204a40,0x00000cc75e2a40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204a80,0x00000cc75e2a80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204ac0,0x00000cc75e2ac0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204b00,0x00000cc75e2b00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204b40,0x00000cc75e2b40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204b80,0x00000cc75e2b80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204bc0,0x00000cc75e2bc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204c00,0x00000cc75e2c00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204c40,0x00000cc75e2c40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204c80,0x00000cc75e2c80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204cc0,0x00000cc75e2cc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204d00,0x00000cc75e2d00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204d40,0x00000cc75e2d40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204d80,0x00000cc75e2d80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204dc0,0x00000cc75e2dc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204e00,0x00000cc75e2e00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204e40,0x00000cc75e2e40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204e80,0x00000cc75e2e80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204ec0,0x00000cc75e2ec0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204f00,0x00000cc75e2f00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204f40,0x00000cc75e2f40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8204f80,0x00000cc75e2f80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8204fc0,0x00000cc75e2fc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205000,0x00000cc75e3000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205040,0x00000cc75e3040,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205080,0x00000cc75e3080,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82050c0,0x00000cc75e30c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205100,0x00000cc75e3100,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205140,0x00000cc75e3140,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205180,0x00000cc75e3180,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82051c0,0x00000cc75e31c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205200,0x00000cc75e3200,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205240,0x00000cc75e3240,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205280,0x00000cc75e3280,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82052c0,0x00000cc75e32c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205300,0x00000cc75e3300,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205340,0x00000cc75e3340,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205380,0x00000cc75e3380,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82053c0,0x00000cc75e33c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205400,0x00000cc75e3400,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205440,0x00000cc75e3440,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205480,0x00000cc75e3480,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82054c0,0x00000cc75e34c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205500,0x00000cc75e3500,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205540,0x00000cc75e3540,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205580,0x00000cc75e3580,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82055c0,0x00000cc75e35c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205600,0x00000cc75e3600,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205640,0x00000cc75e3640,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205680,0x00000cc75e3680,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82056c0,0x00000cc75e36c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205700,0x00000cc75e3700,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205740,0x00000cc75e3740,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205780,0x00000cc75e3780,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82057c0,0x00000cc75e37c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205800,0x00000cc75e3800,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205840,0x00000cc75e3840,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205880,0x00000cc75e3880,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82058c0,0x00000cc75e38c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205900,0x00000cc75e3900,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205940,0x00000cc75e3940,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205980,0x00000cc75e3980,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82059c0,0x00000cc75e39c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205a00,0x00000cc75e3a00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205a40,0x00000cc75e3a40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205a80,0x00000cc75e3a80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205ac0,0x00000cc75e3ac0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205b00,0x00000cc75e3b00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205b40,0x00000cc75e3b40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205b80,0x00000cc75e3b80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205bc0,0x00000cc75e3bc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205c00,0x00000cc75e3c00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205c40,0x00000cc75e3c40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205c80,0x00000cc75e3c80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205cc0,0x00000cc75e3cc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205d00,0x00000cc75e3d00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205d40,0x00000cc75e3d40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205d80,0x00000cc75e3d80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205dc0,0x00000cc75e3dc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205e00,0x00000cc75e3e00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205e40,0x00000cc75e3e40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205e80,0x00000cc75e3e80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205ec0,0x00000cc75e3ec0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205f00,0x00000cc75e3f00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205f40,0x00000cc75e3f40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8205f80,0x00000cc75e3f80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8205fc0,0x00000cc75e3fc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206000,0x00000cc75e4000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206040,0x00000cc75e4040,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206080,0x00000cc75e4080,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82060c0,0x00000cc75e40c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206100,0x00000cc75e4100,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206140,0x00000cc75e4140,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206180,0x00000cc75e4180,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82061c0,0x00000cc75e41c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206200,0x00000cc75e4200,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206240,0x00000cc75e4240,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206280,0x00000cc75e4280,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82062c0,0x00000cc75e42c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206300,0x00000cc75e4300,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206340,0x00000cc75e4340,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206380,0x00000cc75e4380,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82063c0,0x00000cc75e43c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206400,0x00000cc75e4400,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206440,0x00000cc75e4440,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206480,0x00000cc75e4480,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82064c0,0x00000cc75e44c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206500,0x00000cc75e4500,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206540,0x00000cc75e4540,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206580,0x00000cc75e4580,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82065c0,0x00000cc75e45c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206600,0x00000cc75e4600,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206640,0x00000cc75e4640,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206680,0x00000cc75e4680,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82066c0,0x00000cc75e46c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206700,0x00000cc75e4700,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206740,0x00000cc75e4740,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206780,0x00000cc75e4780,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82067c0,0x00000cc75e47c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206800,0x00000cc75e4800,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206840,0x00000cc75e4840,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206880,0x00000cc75e4880,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82068c0,0x00000cc75e48c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206900,0x00000cc75e4900,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206940,0x00000cc75e4940,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206980,0x00000cc75e4980,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82069c0,0x00000cc75e49c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206a00,0x00000cc75e4a00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206a40,0x00000cc75e4a40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206a80,0x00000cc75e4a80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206ac0,0x00000cc75e4ac0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206b00,0x00000cc75e4b00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206b40,0x00000cc75e4b40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206b80,0x00000cc75e4b80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206bc0,0x00000cc75e4bc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206c00,0x00000cc75e4c00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206c40,0x00000cc75e4c40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206c80,0x00000cc75e4c80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206cc0,0x00000cc75e4cc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206d00,0x00000cc75e4d00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206d40,0x00000cc75e4d40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206d80,0x00000cc75e4d80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206dc0,0x00000cc75e4dc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206e00,0x00000cc75e4e00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206e40,0x00000cc75e4e40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206e80,0x00000cc75e4e80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206ec0,0x00000cc75e4ec0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206f00,0x00000cc75e4f00,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206f40,0x00000cc75e4f40,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8206f80,0x00000cc75e4f80,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8206fc0,0x00000cc75e4fc0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8207000,0x00000cc75e5000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8207040,0x00000cc75e5040,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8207080,0x00000cc75e5080,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82070c0,0x00000cc75e50c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8207100,0x00000cc75e5100,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a8207140,0x00000cc75e5140,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8207180,0x00000cc75e5180,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
0x0070c5a82071c0,0x00000cc75e51c0,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,1,1,
0x0070c5a8207200,0x00000cc75e5200,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,0,
